moisture,temperature,ec,pH,nitrogen,phosphorous,potassium,growth_stages,urea_status,nps_status,urea_dose,nps_dose
67.1,19.1,0.638,6.8,12.6,0.0,3.6,Flowering,Balanced,Deficient,0.0,13.737
62.5,18.4,0.778,5.9,14.4,5.4,12.0,Flowering,Deficient,Balanced,1.788,0.0
88.9,23.6,0.792,4.1,10.8,3.6,6.6,Flowering,Deficient,Deficient,0.178,0.02
75.5,15.5,0.863,5.2,18.6,5.4,7.8,Flowering,Balanced,Balanced,0.0,0.0
67.7,21.5,0.461,4.4,13.8,5.4,1.2,Flowering,Deficient,Balanced,0.221,0.0
,,,,,,,Flowering,Balanced,Balanced,0.0,0.0
34.2,27.8,0.804,8.5,40.8,0.6,10.8,Fruiting,Balanced,Deficient,0.0,1.118
42.5,31.4,0.443,8.9,1.2,3.0,3.0,Fruiting,Balanced,Deficient,0.0,0.225
35.3,28.6,0.167,6.1,33.6,5.4,8.4,Fruiting,Balanced,Deficient,0.0,10.725
42.8,33.1,0.279,5.2,25.2,2.4,9.6,Fruiting,Balanced,Deficient,0.0,6.384
44.3,35.0,0.773,4.9,22.2,2.4,4.2,Fruiting,Balanced,Deficient,0.0,2.676
28.2,34.8,0.529,5.8,16.2,2.4,6.0,Fruiting,Balanced,Deficient,0.0,14.915
44.3,24.4,0.055,4.9,15.0,3.0,4.8,Fruiting,Balanced,Deficient,0.0,3.11
38.1,31.7,0.256,5.5,15.6,4.8,6.0,Fruiting,Balanced,Deficient,0.0,6.534
35.7,28.1,0.768,8.0,24.6,0.6,10.2,Fruiting,Balanced,Deficient,0.0,4.46
27.2,34.2,0.578,4.5,7.2,1.8,7.2,Fruiting,Balanced,Deficient,0.0,1.039
37.9,25.2,0.315,3.6,8.4,2.4,10.8,Fruiting,Balanced,Deficient,0.0,0.033
32.9,29.9,0.366,6.3,1.8,6.0,4.8,Fruiting,Deficient,Deficient,7.056,8.751
41.1,31.2,0.64,9.0,42.6,0.0,7.8,Fruiting,Balanced,Deficient,0.0,0.223
37.2,24.7,0.528,4.0,5.4,2.4,3.0,Fruiting,Deficient,Deficient,0.047,0.166
25.6,31.5,0.754,3.2,44.4,1.2,9.0,Fruiting,Balanced,Deficient,0.0,0.005
32.1,30.1,0.057,5.1,1.8,4.8,7.8,Fruiting,Deficient,Deficient,2.239,3.277
26.3,26.2,0.441,5.0,39.6,1.8,10.2,Fruiting,Balanced,Deficient,0.0,4.294
26.3,25.0,0.309,7.1,38.4,1.8,4.8,Fruiting,Balanced,Deficient,0.0,19.685
39.0,34.1,0.329,8.1,13.8,2.4,10.8,Fruiting,Balanced,Deficient,0.0,3.182
26.8,24.9,0.533,8.3,18.6,3.6,11.4,Fruiting,Balanced,Deficient,0.0,1.384
26.6,26.0,0.213,4.0,39.0,1.8,8.4,Fruiting,Balanced,Deficient,0.0,0.204
27.8,27.6,0.759,5.0,6.6,4.8,3.0,Fruiting,Deficient,Deficient,0.041,2.033
27.6,33.7,0.072,5.7,22.2,5.4,3.6,Fruiting,Balanced,Deficient,0.0,7.58
39.2,25.6,0.223,7.8,21.6,4.2,0.0,Fruiting,Balanced,Deficient,0.0,4.514
31.4,33.7,0.109,7.0,21.6,3.0,11.4,Fruiting,Balanced,Deficient,0.0,18.612
41.4,27.6,0.031,3.4,23.4,3.6,1.2,Fruiting,Balanced,Deficient,0.0,0.011
42.0,26.0,0.372,7.9,42.6,2.4,7.2,Fruiting,Balanced,Deficient,0.0,5.01
36.9,28.8,0.36,6.3,43.2,3.0,7.8,Fruiting,Balanced,Deficient,0.0,20.25
36.6,24.9,0.517,6.8,43.2,0.0,12.0,Fruiting,Balanced,Deficient,0.0,28.823
35.9,29.6,0.45,8.3,,4.2,5.4,Fruiting,Balanced,Deficient,0.0,1.245
42.2,31.7,0.215,8.2,13.2,1.8,3.0,Fruiting,Balanced,Deficient,0.0,2.811
44.1,34.6,0.664,4.5,5.4,0.6,9.6,Fruiting,Balanced,Deficient,0.0,1.189
33.2,33.2,0.73,5.1,19.2,0.0,10.8,Fruiting,Balanced,Deficient,0.0,6.132
31.5,31.5,0.03,5.4,21.0,2.4,10.2,Fruiting,Balanced,Deficient,0.0,10.01
27.6,28.2,0.351,4.8,3.6,4.2,0.6,Fruiting,Deficient,Deficient,0.715,1.695
27.1,25.4,0.65,8.9,39.0,1.2,11.4,Fruiting,Balanced,Deficient,0.0,0.279
29.2,31.8,0.338,6.4,39.0,3.6,9.0,Fruiting,Balanced,Deficient,0.0,18.519
44.0,25.4,0.196,6.8,34.8,3.6,,Fruiting,Balanced,Deficient,0.0,18.217
32.6,25.1,0.356,7.8,35.4,3.6,6.0,Fruiting,Balanced,Deficient,0.0,4.954
41.0,26.5,0.519,5.2,40.8,0.6,0.6,Fruiting,Balanced,Deficient,0.0,7.655
42.2,29.2,0.331,4.7,4.8,4.2,9.0,Fruiting,Deficient,Deficient,0.378,1.298
37.5,27.9,0.102,8.7,11.4,3.6,3.6,Fruiting,Balanced,Deficient,0.0,0.458
31.9,25.8,0.058,4.5,1.2,1.8,10.2,Fruiting,Deficient,Deficient,0.588,1.238
34.9,25.8,0.456,5.4,2.4,4.2,1.2,Fruiting,Deficient,Deficient,2.122,6.066
40.1,24.6,0.577,6.4,40.8,5.4,11.4,Fruiting,Balanced,Deficient,0.0,10.453
35.5,24.3,0.423,4.1,34.2,3.6,0.6,Fruiting,Balanced,Deficient,0.0,0.201
42.8,29.0,0.053,8.1,42.6,3.6,12.0,Fruiting,Balanced,Deficient,0.0,2.759
36.2,27.2,0.044,3.4,18.0,1.8,8.4,Fruiting,Balanced,Deficient,0.0,0.016
44.6,31.4,0.757,7.4,39.6,1.8,5.4,Fruiting,Balanced,Deficient,0.0,11.652
31.7,30.5,0.84,5.3,28.8,6.0,8.4,Fruiting,Balanced,Deficient,0.0,2.422
40.4,28.7,0.516,6.8,10.8,5.4,6.6,Fruiting,Balanced,Deficient,0.0,10.056
34.6,24.6,0.557,6.6,34.8,4.2,6.0,Fruiting,Balanced,Deficient,0.0,14.908
44.5,32.7,0.443,6.6,3.0,0.0,6.6,Fruiting,Balanced,Deficient,0.0,31.541
31.1,28.9,0.457,4.9,16.2,4.2,1.8,Fruiting,Balanced,Deficient,0.0,2.112
38.9,34.9,0.776,8.4,24.6,1.8,5.4,Fruiting,Balanced,Deficient,0.0,1.296
33.5,31.8,0.308,3.1,16.2,1.8,0.0,Fruiting,Balanced,Deficient,0.0,0.003
25.7,33.4,0.798,3.7,7.2,0.6,7.2,Fruiting,Balanced,Deficient,0.0,0.056
25.1,24.4,0.505,4.8,42.6,4.8,4.8,Fruiting,Balanced,Deficient,0.0,1.368
42.6,28.8,0.438,6.8,41.4,5.4,7.8,Fruiting,Balanced,Deficient,0.0,10.352
27.6,26.3,0.292,7.3,45.0,3.0,8.4,Fruiting,Balanced,Deficient,0.0,12.966
44.6,33.1,0.425,5.3,34.8,1.2,0.0,Fruiting,Balanced,Deficient,0.0,8.884
31.5,25.9,0.287,7.6,4.2,1.2,3.0,Fruiting,Balanced,Deficient,0.0,11.151
31.7,31.9,0.496,5.8,41.4,5.4,2.4,Fruiting,Balanced,Deficient,0.0,7.413
33.7,33.1,0.482,7.1,23.4,2.4,6.6,Fruiting,Balanced,Deficient,0.0,16.806
29.8,26.6,0.614,3.2,27.6,5.4,12.0,Fruiting,Balanced,Deficient,0.0,0.002
34.5,32.0,0.128,7.2,24.0,6.0,0.0,Fruiting,Balanced,Deficient,0.0,6.645
36.0,32.6,0.804,4.9,27.0,3.0,6.6,Fruiting,Balanced,Deficient,0.0,2.37
37.5,33.2,0.648,7.3,28.8,5.4,3.0,Fruiting,Balanced,Deficient,0.0,6.209
25.1,24.9,0.661,5.4,29.4,3.6,10.2,Fruiting,Balanced,Deficient,0.0,6.419
32.2,27.2,0.798,4.3,3.0,1.2,6.0,Fruiting,Deficient,Deficient,0.17,0.536
27.8,24.6,0.569,3.9,4.2,5.4,8.4,Fruiting,Deficient,Deficient,0.085,0.054
33.8,28.3,0.294,3.7,7.8,0.6,11.4,Fruiting,Balanced,Deficient,0.0,0.068
37.4,32.9,0.151,4.0,7.8,4.2,12.0,Fruiting,Deficient,Deficient,0.001,0.131
35.3,33.4,0.026,7.9,13.8,0.6,3.0,Fruiting,Balanced,Deficient,0.0,7.282
39.3,31.2,0.221,4.9,0.6,1.2,10.8,Fruiting,Deficient,Deficient,1.092,3.967
37.3,26.9,0.765,3.6,4.8,3.6,11.4,Fruiting,Deficient,Deficient,0.023,0.022
28.7,26.5,0.329,3.5,38.4,4.8,6.6,Fruiting,Balanced,Deficient,0.0,0.012
37.7,24.1,0.58,6.2,43.8,3.0,9.6,Fruiting,Balanced,Deficient,0.0,17.949
44.7,25.8,0.726,8.3,0.6,4.8,0.0,Fruiting,Deficient,Deficient,0.01,0.952
38.2,30.1,0.825,5.1,3.0,1.8,2.4,Fruiting,Deficient,Deficient,0.39,4.602
38.6,27.7,0.071,3.4,32.4,0.6,7.8,Fruiting,Balanced,Deficient,0.0,0.018
35.4,28.1,0.456,7.4,17.4,0.6,6.0,Fruiting,Balanced,Deficient,0.0,15.586
43.2,26.0,0.367,7.9,27.0,3.0,10.2,Fruiting,Balanced,Deficient,0.0,4.507
39.2,25.3,0.206,8.7,28.2,0.0,1.2,Fruiting,Balanced,Deficient,0.0,0.785
39.8,35.0,0.477,5.6,44.4,4.2,3.0,Fruiting,Balanced,Deficient,0.0,8.227
34.4,33.8,0.13,6.6,44.4,3.0,10.2,Fruiting,Balanced,Deficient,0.0,22.313
40.2,26.6,0.093,4.5,20.4,2.4,3.6,Fruiting,Balanced,Deficient,0.0,1.112
35.3,33.6,0.824,4.4,27.0,3.6,9.6,Fruiting,Balanced,Deficient,0.0,0.491
44.8,33.9,0.122,4.3,13.2,0.0,1.2,Fruiting,Balanced,Deficient,0.0,0.805
32.8,24.1,0.088,7.9,1.8,3.6,3.6,Fruiting,Balanced,Deficient,0.0,4.365
39.0,26.8,0.283,3.1,38.4,0.6,5.4,Fruiting,Balanced,Deficient,0.0,0.004
25.9,31.0,0.093,3.3,16.8,3.6,5.4,Fruiting,Balanced,Deficient,0.0,0.007
32.7,32.6,0.835,4.3,19.8,5.4,8.4,Fruiting,Balanced,Deficient,0.0,0.215
39.9,28.1,,7.1,38.4,1.2,8.4,Fruiting,Balanced,Deficient,0.0,32.28
27.8,24.8,0.723,5.6,34.2,4.2,4.8,Fruiting,Balanced,Deficient,0.0,7.454
41.0,33.7,0.54,3.7,26.4,0.6,7.8,Fruiting,Balanced,Deficient,0.0,0.062
39.8,24.2,0.731,5.6,10.2,3.6,11.4,Fruiting,Balanced,Deficient,0.0,8.517
32.8,29.1,0.253,7.9,26.4,5.4,4.2,Fruiting,Balanced,Deficient,0.0,2.559
41.3,26.7,0.794,7.7,28.2,2.4,9.6,Fruiting,Balanced,Deficient,0.0,6.359
32.7,24.2,0.536,8.1,31.8,5.4,9.0,Fruiting,Balanced,Deficient,0.0,1.449
37.2,27.1,0.307,7.8,18.6,1.8,8.4,Vegetative,Deficient,Deficient,1.324,2.518
33.9,27.2,0.642,8.7,12.6,2.4,1.2,Vegetative,Deficient,Deficient,0.081,0.141
39.1,31.4,0.007,6.4,16.8,1.2,9.0,Vegetative,Deficient,Deficient,11.951,12.861
27.4,27.1,0.262,6.3,5.4,3.6,6.6,Vegetative,Deficient,Deficient,31.179,2.158
31.4,31.9,0.147,7.9,10.8,0.6,0.0,Vegetative,Deficient,Deficient,2.157,3.242
30.1,27.9,0.487,5.9,28.2,2.4,3.0,Vegetative,Balanced,Deficient,0.0,4.971
33.2,32.7,0.55,6.0,16.8,2.4,10.2,Vegetative,Deficient,Deficient,10.273,5.288
28.1,27.8,0.663,5.2,7.8,5.4,6.0,Vegetative,Deficient,Balanced,8.915,0.0
27.4,32.3,0.726,7.5,17.4,1.2,9.6,Vegetative,Deficient,Deficient,2.699,4.62
29.8,25.0,0.567,8.7,37.2,4.8,4.2,Vegetative,Balanced,Balanced,0.0,0.0
30.2,29.6,0.251,3.6,37.8,3.0,1.8,Vegetative,Balanced,Deficient,0.0,0.007
40.6,26.8,0.315,4.2,28.2,5.4,7.8,Vegetative,Balanced,Balanced,0.0,0.0
32.7,26.4,0.024,5.4,30.6,4.2,7.2,Vegetative,Balanced,Balanced,0.0,0.0
38.0,34.3,0.507,7.6,22.2,5.4,6.0,Vegetative,Deficient,Balanced,2.179,0.0
34.2,26.5,0.773,6.3,18.0,3.6,3.0,Vegetative,Deficient,Deficient,10.775,1.775
33.7,26.3,0.16,5.8,31.2,1.8,11.4,Vegetative,Balanced,Deficient,0.0,6.738
43.2,34.6,0.83,4.8,38.4,1.2,10.8,Vegetative,Balanced,Deficient,0.0,1.008
38.4,28.0,0.799,4.9,3.0,6.0,7.8,Vegetative,Deficient,Balanced,6.095,0.0
31.1,31.9,0.34,7.8,9.6,6.0,11.4,Vegetative,Deficient,Balanced,4.637,0.0
43.0,33.1,0.681,6.1,8.4,0.0,4.8,Vegetative,Deficient,Deficient,16.791,12.776
33.5,29.5,0.78,3.7,3.0,3.6,7.2,Vegetative,Deficient,Deficient,0.234,0.004
42.8,33.3,0.02,7.0,5.4,4.8,10.2,Vegetative,Deficient,Balanced,27.373,0.0
44.4,29.3,0.203,6.5,9.0,4.2,0.0,Vegetative,Deficient,Balanced,28.098,0.0
41.2,31.2,0.645,8.4,7.8,1.8,9.0,Vegetative,Deficient,Deficient,0.436,0.495
32.3,32.4,0.524,5.8,34.2,4.8,1.8,Vegetative,Balanced,Balanced,0.0,0.0
40.0,26.0,0.38,4.7,28.2,5.4,1.8,Vegetative,Balanced,Balanced,0.0,0.0
33.9,26.3,0.532,5.0,,4.2,4.2,Vegetative,Balanced,Balanced,0.0,0.0
42.4,25.0,0.322,3.3,12.6,3.6,12.0,Vegetative,Deficient,Deficient,0.039,0.001
42.1,26.0,0.698,4.5,22.2,2.4,4.2,Vegetative,Deficient,Deficient,0.477,0.266
36.3,31.2,0.791,7.6,33.0,5.4,6.6,Vegetative,Balanced,Balanced,0.0,0.0
43.9,25.0,0.809,3.9,34.2,0.0,8.4,Vegetative,Balanced,Deficient,0.0,0.07
27.4,32.5,0.534,7.2,37.2,3.6,6.0,Vegetative,Balanced,Deficient,0.0,1.379
38.2,32.5,0.679,4.9,2.4,2.4,3.6,Vegetative,Deficient,Deficient,6.236,0.826
35.3,34.5,0.105,6.9,28.2,3.6,7.8,Vegetative,Balanced,Deficient,0.0,2.062
30.9,33.2,0.074,4.2,39.6,5.4,7.2,Vegetative,Balanced,Balanced,0.0,0.0
44.3,26.3,0.264,5.4,16.8,1.2,9.6,Vegetative,Deficient,Deficient,5.698,4.667
41.0,32.2,0.047,5.3,32.4,1.8,3.0,Vegetative,Balanced,Deficient,0.0,3.314
42.7,26.6,0.385,6.5,28.2,3.6,12.0,Vegetative,Balanced,Deficient,0.0,2.136
28.0,29.5,0.724,6.0,29.4,2.4,10.2,Vegetative,Balanced,Deficient,0.0,4.924
42.0,29.7,0.828,4.7,33.0,0.6,7.2,Vegetative,Balanced,Deficient,0.0,0.924
33.6,33.2,0.399,4.9,29.4,6.0,0.6,Vegetative,Balanced,Balanced,0.0,0.0
27.2,31.8,,3.5,13.2,4.8,9.6,Vegetative,Deficient,Balanced,0.122,0.0
43.0,33.4,0.711,6.7,9.0,0.6,7.2,Vegetative,Deficient,Deficient,17.479,11.849
35.4,28.6,0.195,4.3,38.4,3.6,1.8,Vegetative,Balanced,Deficient,0.0,0.052
39.8,24.2,0.12,5.9,6.6,0.6,7.2,Vegetative,Deficient,Deficient,21.311,11.408
43.7,32.0,0.247,3.3,29.4,0.0,10.2,Vegetative,Balanced,Deficient,0.0,0.006
26.7,33.3,0.131,3.6,40.2,2.4,11.4,Vegetative,Balanced,Deficient,0.0,0.01
27.7,26.1,0.24,6.5,25.2,2.4,12.0,Vegetative,Deficient,Deficient,0.814,7.173
35.5,25.0,0.755,3.0,9.0,2.4,0.0,Vegetative,Deficient,Balanced,0.012,0.0
25.7,24.7,0.448,3.0,13.2,1.2,3.6,Vegetative,Deficient,Deficient,0.01,0.001
26.9,33.5,0.554,6.2,13.2,3.6,7.8,Vegetative,Deficient,Deficient,17.47,1.87
44.4,26.9,0.256,8.9,18.0,3.0,11.4,Vegetative,Deficient,Deficient,0.019,0.052
35.9,29.3,0.327,8.5,39.0,4.8,10.2,Vegetative,Balanced,Balanced,0.0,0.0
32.8,25.5,0.527,7.8,42.6,0.0,6.0,Vegetative,Balanced,Deficient,0.0,4.113
26.2,33.7,0.558,8.4,3.0,0.0,6.0,Vegetative,Deficient,Deficient,0.449,0.907
29.2,29.4,0.668,5.9,34.2,0.6,6.0,Vegetative,Balanced,Deficient,0.0,9.397
41.0,31.1,0.088,4.9,40.2,1.2,7.2,Vegetative,Balanced,Deficient,0.0,1.715
37.4,29.6,0.674,7.2,41.4,1.2,3.0,Vegetative,Balanced,Deficient,0.0,7.036
30.3,29.5,0.289,4.7,19.2,4.2,3.6,Vegetative,Deficient,Balanced,1.687,0.0
30.7,32.7,0.834,3.9,27.0,4.2,5.4,Vegetative,Deficient,Balanced,0.014,0.0
35.8,29.5,0.325,3.3,42.0,0.0,1.2,Vegetative,Balanced,Deficient,0.0,0.006
42.6,26.2,0.304,3.3,43.2,1.8,8.4,Vegetative,Balanced,Deficient,0.0,0.003
29.9,26.5,0.648,7.3,38.4,4.2,1.2,Vegetative,Balanced,Balanced,0.0,0.0
41.1,31.2,0.289,8.4,7.2,1.2,3.6,Vegetative,Deficient,Deficient,0.46,0.71
31.3,33.1,0.53,6.1,19.2,1.2,1.8,Vegetative,Deficient,Deficient,6.378,9.647
33.8,25.9,0.695,7.1,33.6,5.4,11.4,Vegetative,Balanced,Balanced,0.0,0.0
42.5,28.8,0.689,3.7,16.2,4.2,3.0,Vegetative,Deficient,Balanced,0.115,0.0
44.0,30.5,0.252,7.7,18.0,2.4,4.8,Vegetative,Deficient,Deficient,2.352,2.32
28.4,27.7,0.398,3.2,43.2,1.2,3.6,Vegetative,Balanced,Deficient,0.0,0.002
39.2,31.4,0.432,8.8,24.0,1.2,10.8,Vegetative,Balanced,Deficient,0.0,0.182
35.4,25.4,0.274,4.1,39.6,0.0,9.0,Vegetative,Balanced,Deficient,0.0,0.187
28.8,31.3,0.104,3.9,3.0,0.0,9.6,Vegetative,Deficient,Deficient,0.551,0.09
34.9,29.5,0.586,5.6,3.0,1.2,5.4,Vegetative,Deficient,Deficient,17.301,5.68
44.5,33.0,0.553,5.4,4.8,1.2,7.8,Vegetative,Deficient,Deficient,12.68,4.21
43.4,31.6,0.13,5.3,28.2,4.8,5.4,Vegetative,Balanced,Balanced,0.0,0.0
27.0,32.3,0.143,7.3,10.8,1.8,9.0,Vegetative,Deficient,Deficient,10.975,6.023
44.4,25.7,0.269,5.3,41.4,6.0,9.0,Vegetative,Balanced,Balanced,0.0,0.0
35.3,34.3,0.573,6.9,19.2,0.0,7.2,Vegetative,Deficient,Deficient,4.039,13.351
33.8,29.9,0.311,5.5,3.0,4.8,9.6,Vegetative,Deficient,Balanced,19.322,0.0
36.7,29.8,0.164,8.2,11.4,4.8,0.6,Vegetative,Deficient,Balanced,1.299,0.0
35.6,30.4,0.545,5.8,7.8,1.2,7.2,Vegetative,Deficient,Deficient,16.548,7.412
26.5,26.6,0.639,8.6,2.4,3.0,7.2,Vegetative,Deficient,Deficient,0.307,0.13
42.6,31.5,0.051,7.7,7.8,4.8,3.6,Vegetative,Deficient,Balanced,7.193,0.0
42.3,25.2,0.01,3.2,23.4,6.0,1.8,Vegetative,Deficient,Balanced,0.008,0.0
29.8,25.0,0.433,8.2,13.2,0.6,0.6,Vegetative,Deficient,Deficient,0.468,1.427
31.0,25.8,0.75,7.9,42.0,0.6,7.8,Vegetative,Balanced,Deficient,0.0,2.6
36.5,31.5,0.654,5.4,26.4,0.6,6.6,Vegetative,Balanced,Deficient,0.0,4.866
26.1,34.1,0.706,3.7,15.0,3.0,6.0,Vegetative,Deficient,Deficient,0.122,0.009
43.1,33.1,0.769,5.8,0.0,1.2,10.2,Vegetative,Deficient,Deficient,22.064,6.753
36.4,26.2,0.559,6.0,36.6,4.2,8.4,Vegetative,Balanced,Balanced,0.0,0.0
39.7,33.2,0.094,8.1,19.2,3.6,7.2,Vegetative,Deficient,Deficient,0.84,0.317
41.6,25.2,0.527,4.1,36.6,2.4,7.2,Vegetative,Balanced,Deficient,0.0,0.072
26.3,30.6,0.174,4.7,38.4,5.4,5.4,Vegetative,Balanced,Balanced,0.0,0.0
41.3,30.7,0.822,8.9,27.0,1.8,7.2,Vegetative,Balanced,Deficient,0.0,0.086
36.4,32.1,0.243,8.7,3.0,2.4,1.2,Vegetative,Deficient,Deficient,0.195,0.163
40.9,24.2,0.591,6.8,44.4,4.2,10.2,Vegetative,Balanced,Balanced,0.0,0.0
29.3,34.4,0.283,5.9,34.2,1.8,9.6,Vegetative,Balanced,Deficient,0.0,7.175
44.8,32.6,0.771,5.6,22.8,3.6,12.0,Vegetative,Deficient,Deficient,3.233,0.974
29.6,27.4,0.492,6.0,16.2,0.6,3.0,Vegetative,Deficient,Deficient,8.899,10.981
39.7,32.5,0.031,4.7,10.8,6.0,5.4,Vegetative,Deficient,Balanced,3.615,0.0
40.6,33.9,0.2,5.9,27.6,1.8,10.8,Flowering,Balanced,Deficient,0.0,7.367
32.6,28.3,0.644,8.9,42.6,3.6,11.4,Flowering,Balanced,Deficient,0.0,0.022
26.1,30.3,0.566,7.7,13.8,6.0,4.8,Flowering,Deficient,Balanced,0.744,0.0
42.5,26.7,0.541,4.7,22.2,3.6,4.2,Flowering,Balanced,Deficient,0.0,0.16
38.5,24.3,0.556,8.2,36.0,4.2,10.8,Flowering,Balanced,Balanced,0.0,0.0
34.7,24.9,0.59,7.7,9.0,4.8,0.6,Flowering,Deficient,Balanced,2.18,0.0
30.7,28.6,0.216,4.4,8.4,2.4,2.4,Flowering,Deficient,Deficient,0.675,0.231
40.8,29.2,0.103,7.7,27.6,5.4,0.6,Flowering,Balanced,Balanced,0.0,0.0
28.9,24.1,0.491,7.2,0.6,5.4,6.0,Flowering,Deficient,Balanced,12.888,0.0
,32.9,0.661,4.7,24.6,3.6,9.0,Flowering,Balanced,Deficient,0.0,0.153
26.0,32.8,0.373,6.4,38.4,3.0,3.0,Flowering,Balanced,Deficient,0.0,4.469
25.6,26.4,0.358,4.6,14.4,0.6,3.6,Flowering,Balanced,Deficient,0.0,0.835
36.2,25.5,0.796,4.0,28.8,1.2,5.4,Flowering,Balanced,Deficient,0.0,0.074
34.6,32.6,0.314,4.0,21.0,1.8,10.2,Flowering,Balanced,Deficient,0.0,0.071
43.7,33.1,0.745,3.1,14.4,1.8,8.4,Flowering,Deficient,Deficient,0.001,0.001
36.2,30.2,0.811,5.5,29.4,1.2,1.8,Flowering,Balanced,Deficient,0.0,4.45
38.2,30.8,0.748,8.4,36.0,4.8,9.6,Flowering,Balanced,Balanced,0.0,0.0
32.3,34.3,0.016,3.8,19.8,4.2,8.4,Flowering,Balanced,Balanced,0.0,0.0
32.5,33.1,0.156,6.4,20.4,4.2,9.0,Flowering,Balanced,Balanced,0.0,0.0
41.7,24.2,0.436,7.1,5.4,1.2,3.0,Flowering,Deficient,Deficient,6.882,8.546
40.0,33.4,0.85,6.0,25.8,1.8,1.2,Flowering,Balanced,Deficient,0.0,6.253
40.6,30.5,0.315,5.5,9.0,3.6,8.4,Flowering,Deficient,Deficient,5.238,1.002
42.0,33.2,0.836,4.4,38.4,3.6,3.6,Flowering,Balanced,Deficient,0.0,0.057
32.5,33.4,0.826,8.0,42.6,3.0,0.6,Flowering,Balanced,Deficient,0.0,0.647
39.7,32.5,0.76,5.2,13.2,0.0,10.8,Flowering,Balanced,Deficient,0.0,3.737
28.5,24.7,0.607,5.9,43.8,4.8,1.8,Flowering,Balanced,Balanced,0.0,0.0
37.8,34.4,0.711,5.0,16.8,3.0,7.2,Flowering,Balanced,Deficient,0.0,0.681
26.5,34.9,0.437,6.3,3.6,4.2,3.6,Flowering,Deficient,Balanced,17.094,0.0
31.5,31.5,0.156,7.2,30.0,3.0,2.4,Flowering,Balanced,Deficient,0.0,3.295
36.4,31.8,0.298,4.2,29.4,4.2,10.8,Flowering,Balanced,Balanced,0.0,0.0
37.1,31.2,0.306,8.2,22.8,3.6,7.8,Flowering,Balanced,Deficient,0.0,0.23
30.6,25.0,0.675,6.6,37.8,5.4,1.8,Flowering,Balanced,Balanced,0.0,0.0
36.2,31.7,0.188,6.7,4.8,0.6,11.4,Flowering,Deficient,Deficient,10.621,14.352
41.3,27.5,0.319,5.2,34.2,5.4,1.8,Flowering,Balanced,Balanced,0.0,0.0
37.1,25.7,0.628,3.2,36.6,3.6,10.8,Flowering,Balanced,Balanced,0.0,0.0
33.8,31.2,0.091,4.3,3.0,3.0,6.0,Flowering,Deficient,Deficient,0.989,0.112
40.5,25.5,0.231,5.5,27.0,1.8,8.4,Flowering,Balanced,Deficient,0.0,4.425
28.2,34.0,0.72,5.3,37.8,2.4,6.6,Flowering,Balanced,Deficient,0.0,1.947
44.6,32.0,0.233,7.7,39.6,3.6,1.2,Flowering,Balanced,Deficient,0.0,0.73
42.1,26.2,0.054,7.9,16.8,4.8,3.0,Flowering,Balanced,Balanced,0.0,0.0
34.7,27.7,0.144,6.5,25.2,0.0,4.2,Flowering,Balanced,Deficient,0.0,17.546
35.7,28.3,0.7,6.3,42.0,5.4,7.2,Flowering,Balanced,Balanced,0.0,0.0
36.4,26.9,0.678,6.8,44.4,3.6,7.8,Flowering,Balanced,Deficient,0.0,1.779
26.4,34.5,0.443,3.4,22.2,3.0,9.0,Flowering,Balanced,Deficient,0.0,0.002
30.8,29.3,0.217,3.7,12.6,0.0,10.2,Flowering,Deficient,Deficient,0.028,0.038
36.8,29.7,0.697,3.8,33.0,3.0,7.8,Flowering,Balanced,Deficient,0.0,0.013
44.2,29.9,0.776,8.0,10.8,1.8,3.0,Flowering,Deficient,Deficient,0.103,1.356
35.5,32.0,0.14,4.3,8.4,1.2,5.4,Flowering,Deficient,Deficient,0.487,0.285
29.5,24.7,0.697,3.9,43.8,1.8,3.6,Flowering,Balanced,Deficient,0.0,0.041
42.3,24.3,0.417,8.8,5.4,1.8,5.4,Flowering,Deficient,Deficient,0.008,0.146
35.6,34.0,0.029,7.5,37.8,2.4,4.2,Flowering,Balanced,Deficient,0.0,3.496
35.7,26.5,0.778,8.3,34.2,6.0,3.0,Flowering,Balanced,Balanced,0.0,0.0
26.0,32.8,0.475,5.4,22.8,3.0,8.4,Flowering,Balanced,Deficient,0.0,1.687
35.6,29.9,0.105,6.0,1.2,1.2,12.0,Flowering,Deficient,Deficient,15.621,10.373
33.8,31.2,0.112,8.0,8.4,3.6,10.8,Flowering,Deficient,Deficient,1.051,0.402
28.6,28.9,0.781,6.8,31.8,4.8,4.8,Flowering,Balanced,Balanced,0.0,0.0
29.2,27.2,0.755,7.3,38.4,1.8,5.4,Flowering,Balanced,Deficient,0.0,4.813
25.6,26.4,0.708,7.4,37.2,2.4,10.8,Flowering,Balanced,Deficient,0.0,3.201
41.2,31.3,0.798,7.6,28.8,6.0,4.2,Flowering,Balanced,Balanced,0.0,0.0
43.8,29.3,0.477,4.0,8.4,1.2,6.0,Flowering,Deficient,Deficient,0.191,0.084
26.6,34.1,0.671,8.4,29.4,1.8,3.0,Flowering,Balanced,Deficient,0.0,0.49
32.0,31.8,0.608,4.5,40.8,3.6,1.2,Flowering,Balanced,Deficient,0.0,0.086
35.4,33.0,0.548,8.3,42.0,0.6,3.6,Flowering,Balanced,Deficient,0.0,1.04
32.5,29.8,0.474,8.3,27.6,1.8,3.6,Flowering,Balanced,Deficient,0.0,0.707
